time,open,high,low,close,Plot,Plot.1,Plot.2,Plot.3,Volume,RelVolStDev,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),Plot.4,CVO Histogram,CVO Line,Signal Line,Upper Dev,Lower Dev
2005-04-22 09:30:00-04:00,15.02,15.06,14.45,14.6,15.295186160034152,15.567206607651013,16.366999794291125,16.423144521820962,7429500,0.0,-2237729850,-2237729850,-2245159350,-2245159350,-2144815232.14,-20599938.157348517,-20599938.157348517,-12872244.409219109,,
2005-04-25 09:30:00-04:00,14.8,14.81,14.47,14.7,15.162922568915452,15.443319949415152,16.298958986360876,16.405998805185927,6874000,0.0,-2245159350,-2245159350,-2252033350,-2252033350,-2147806420.0,-19995994.58097768,-19995994.58097768,-13889923.00518462,,
2005-04-26 09:30:00-04:00,14.65,15.09,14.58,14.62,15.04227310915646,15.325702813784416,16.230430048142065,16.388227672796017,6335898,0.0,-2252033350,-2252033350,-2258369248,-2258369248,-2151111861.84,-19996990.88897848,-19996990.88897848,-14762361.274298027,,
2005-04-27 09:30:00-04:00,14.6,14.75,14.46,14.51,14.923990196010582,15.209173840386644,16.16020841352402,16.36953884023088,4968000,0.0,-2258369248,-2258369248,-2263337248,-2263337248,-2154615079.7,-20246079.3716259,-20246079.3716259,-15545749.573916296,,
2005-04-28 09:30:00-04:00,14.3,14.57,14.09,14.16,14.75421459689712,15.059291863188552,16.078567253788346,16.347553379134055,6372500,0.0,-2263337248,-2263337248,-2269709748,-2269709748,-2158016085.52,-20849983.765990257,-20849983.765990257,-16303497.315641148,,
2005-04-29 09:30:00-04:00,14.25,14.37,14.08,14.23,14.637722464253317,14.94082159701876,16.003115529143923,16.3264831962571,6402102,0.0,-2269709748,-2269709748,-2276111850,-2276111850,-2161367917.36,-20015095.01925814,-20015095.01925814,-16833725.559015006,,
2005-05-02 09:30:00-04:00,14.21,14.48,14.21,14.32,14.567117472197022,14.852132797444652,15.93441693611764,16.306518189329168,2880100,0.0,-2273231750,-2273231750,-2276111850,-2276111850,-2164465875.16,-18642229.33936155,-18642229.33936155,-17092083.241921656,,
2005-05-03 09:30:00-04:00,14.26,14.46,14.25,14.36,14.52109136726435,14.781828112095416,15.870155020357736,16.28714984913684,3557000,0.0,-2269674750,-2269674750,-2273231750,-2273231750,-2167297642.96,-16827824.730558753,-16827824.730558753,-17054332.02601267,,
2005-05-04 09:30:00-04:00,14.4,14.68,14.34,14.68,14.55640439676116,14.767281238938928,15.821577264424768,16.271158308349406,6278801,0.0,-2263395949,-2263395949,-2269674750,-2269674750,-2170237852.7,-14380467.305535316,-14380467.305535316,-16672351.351658763,,
2005-05-05 09:30:00-04:00,14.68,14.89,14.62,14.74,14.597203419703126,14.76338391909051,15.77743125363192,16.255922902296177,7166801,0.0,-2256229148,-2256229148,-2263395949,-2263395949,-2172726262.44,-11418402.988740206,-11418402.988740206,-15921787.299813256,,
2005-05-06 09:30:00-04:00,14.93,15.02,14.77,14.9,14.664491548657988,14.78290050207758,15.741617733075516,16.242431132124075,5544602,0.0,-2256229148,-2256229148,-2261773750,-2261773750,-2175689226.3,-8365260.219516635,-8365260.219516635,-14842283.431199454,,
2005-05-09 09:30:00-04:00,15.08,15.13,14.9,15.05,14.750160093400655,14.821057573209352,15.713388437847945,16.23056614573478,6030000,0.0,-2261773750,-2261773750,-2267803750,-2267803750,-2179016334.14,-5245659.065125823,-5245659.065125823,-13471337.093188936,,
2005-05-10 09:30:00-04:00,15.2,15.37,15.01,15.07,14.821235628200512,14.85662077703659,15.687127685282723,16.219018223886675,7282102,0.0,-2267803750,-2267803750,-2275085852,-2275085852,-2182364896.06,-1977671.9445439577,-1977671.9445439577,-11829384.929096796,,
2005-05-11 09:30:00-04:00,15.14,15.21,14.85,15.09,14.880961044155953,14.889960666031362,15.662755126699755,16.2077842117087,5517602,0.0,-2275085852,-2275085852,-2280603454,-2280603454,-2185962284.0,1097512.5840400455,1097512.5840400455,-9982685.28436296,,
2005-05-12 09:30:00-04:00,15.04,15.6,15.04,15.3,14.974080812121295,14.948537713741167,15.647948794997724,16.19875153298523,11786602,0.6850470199074206,-2268816852,-2268816852,-2280603454,-2280603454,-2189136731.94,4797449.12780571,4797449.12780571,-7871237.511196008,,
2005-05-13 09:30:00-04:00,15.33,15.85,15.28,15.48,15.086507298316564,15.02446089749243,15.641093742140674,16.191599776438114,8842102,0.0,-2259974750,-2259974750,-2268816852,-2268816852,-2191909013.86,8477731.812734842,8477731.812734842,-5535670.4649201725,,
2005-05-16 09:30:00-04:00,15.7,15.74,15.59,15.67,15.216172343135106,15.116680769279226,15.642273589400238,16.186409728911368,5531102,0.0,-2259974750,-2259974750,-2265505852,-2265505852,-2194664343.84,11634990.906871917,11634990.906871917,-3082718.840378446,,
2005-05-17 09:30:00-04:00,15.52,15.69,15.38,15.67,15.317022933549527,15.195726373667908,15.6434052796288,16.18127132364857,6640301,0.0,-2258865551,-2258865551,-2265505852,-2265505852,-2197436843.82,13632346.005617855,13632346.005617855,-694852.4338075458,,
2005-05-18 09:30:00-04:00,15.7,15.87,15.47,15.82,15.428795614982963,15.284908320286778,15.650613227399052,16.17767658410978,5654699,0.0,-2253210852,-2253210852,-2258865551,-2258865551,-2199949391.86,15511752.590476155,15511752.590476155,1620376.85537584,,
2005-05-19 09:30:00-04:00,15.82,16.12,15.78,15.86,15.524618811653417,15.367064274531524,15.659159626280724,16.174515623073862,6197102,0.0,-2247013750,-2247013750,-2253210852,-2253210852,-2202222219.9,17341018.062790632,17341018.062790632,3866182.742149381,,
2005-05-20 09:30:00-04:00,15.91,16.03,15.7,16.0,15.630259075730436,15.457483663884164,15.673071478269266,16.17277914921243,3881800,0.0,-2243131950,-2243131950,-2247013750,-2247013750,-2204533701.94,18793845.80962324,18793845.80962324,5998706.03750279,,
2005-05-23 09:30:00-04:00,16.12,16.14999,15.82,15.95,15.701312614457006,15.52784314047214,15.684374683237868,16.170562441260067,6647102,0.0,-2243131950,-2243131950,-2249779052,-2249779052,-2206799280.0,18568572.321330786,18568572.321330786,7794401.220906789,,
2005-05-24 09:30:00-04:00,15.81,16.12,15.76,16.12,15.794354255688782,15.612436977547548,15.702155308411832,16.17005933239181,4004400,0.0,-2245774652,-2245774652,-2249779052,-2249779052,-2209119002.1,18559995.66655159,18559995.66655159,9332343.284570333,,
2005-05-25 09:30:00-04:00,16.0,16.17999,15.98,16.16,15.87560886553572,15.690660266469326,15.720842846844002,16.16995923953219,5492898,0.0,-2240281754,-2240281754,-2245774652,-2245774652,-2211171816.24,18900271.59415114,18900271.59415114,10699190.18593902,,
2005-05-26 09:30:00-04:00,16.23,16.62,16.12,16.36,15.983251339861114,15.78628022840228,15.746930893911594,16.171850192372666,11518699,0.7226461585355235,-2228763055,-2228763055,-2240281754,-2240281754,-2212773092.42,20271603.50065279,20271603.50065279,12066677.802326702,,
2005-05-27 09:30:00-04:00,16.3,16.49001,16.11,16.21001,16.033642153225312,15.84681305291624,15.765832081915203,16.172229891951048,3549600,0.0,-2228763055,-2228763055,-2232312655,-2232312655,-2214552070.6,20365595.687054876,20365595.687054876,13252237.50014501,,
2005-05-31 09:30:00-04:00,16.14999,16.52,16.14999,16.39999,16.115052785841907,15.925838331071065,15.791716078571726,16.174496161682878,6980500,0.0,-2225332155,-2225332155,-2232312655,-2232312655,-2216077280.82,20937259.9463886,20937259.9463886,14350097.84960838,,
2005-06-01 09:30:00-04:00,16.35001,16.78999,16.3,16.72,16.24948550009926,16.039289998060912,15.82960521822186,16.179924060571604,6644102,0.0,-2218688053,-2218688053,-2225332155,-2225332155,-2217333269.0,21790949.88841474,21790949.88841474,15413076.712295003,,
2005-06-02 09:30:00-04:00,16.72,17.10001,16.71001,17.05,16.427377611188316,16.18367714119507,15.879417250131173,16.188581532605717,6383199,0.0,-2212304854,-2212304854,-2218688053,-2218688053,-2218314833.2,22792545.67796016,22792545.67796016,16467286.564532882,,
2005-06-03 09:30:00-04:00,17.10001,17.34,17.03,17.08,16.57240480870202,16.311723263881486,15.928420627676838,16.19745136810218,7275000,0.0,-2212304854,-2212304854,-2219579854,-2219579854,-2219633759.44,23995592.28313458,23995592.28313458,17542758.81004741,,
2005-06-06 09:30:00-04:00,17.0,17.08,16.81,17.00999,16.669645962323795,16.41147565475556,15.972566316343087,16.2055363296136,5947102,0.0,-2213632752,-2213632752,-2219579854,-2219579854,-2221007933.64,23580539.27097237,23580539.27097237,18405298.875893835,,
2005-06-07 09:30:00-04:00,17.2,18.05,17.19,17.56,16.86750241514073,16.57555056121905,16.037359527920923,16.219013580065205,17617696,2.410635955390612,-2196015056,-2196015056,-2213632752,-2213632752,-2221844601.88,25124127.74174714,25124127.74174714,19365131.57101573,,
2005-06-08 09:30:00-04:00,17.7,17.97,17.64999,17.8,17.074724100665012,16.75047190961633,16.109304036985375,16.23474478822376,7278301,0.0,-2188736755,-2188736755,-2196015056,-2196015056,-2222675580.12,26663732.291956544,26663732.291956544,20407788.81686442,,
2005-06-09 09:30:00-04:00,17.78999,18.34,17.52,18.21001,17.327009856072788,16.958977351099712,16.195047137516585,16.25439916844044,10247602,0.5136864363925903,-2178489153,-2178489153,-2188736755,-2188736755,-2223501356.32,28559325.018529773,28559325.018529773,21572293.9885309,,
2005-06-10 09:30:00-04:00,18.24001,18.3,17.10001,17.57001,17.381009888056614,17.04626772951404,16.251168070679174,16.267489823480833,13572398,1.3305463477040305,-2178489153,-2178489153,-2192061551,-2192061551,-2224431974.46,27540452.966237545,27540452.966237545,22424888.12820328,,
2005-06-13 09:30:00-04:00,17.45,17.64999,17.17,17.32001,17.367454357377365,17.08537376815489,16.294794271875944,16.277962661058137,5911398,0.0,-2192061551,-2192061551,-2197972949,-2197972949,-2225309170.56,25487421.41479385,25487421.41479385,22862392.8834305,,
2005-06-14 09:30:00-04:00,17.25,17.59,16.96001,17.08,17.303575611293507,17.084606086989908,16.32684348526876,16.285943132092385,6266500,0.0,-2197972949,-2197972949,-2204239449,-2204239449,-2226155192.68,22698011.80438328,22698011.80438328,22838909.87213804,,
2005-06-15 09:30:00-04:00,17.25,17.28999,16.58,17.05,17.247225475450506,17.079662360277062,16.35636007770677,16.293545687991962,9205801,0.2433332784057812,-2204239449,-2204239449,-2213445250,-2213445250,-2227030668.78,19058313.730267048,19058313.730267048,22298824.70901361,,
2005-06-16 09:30:00-04:00,17.23,17.41,17.02,17.39,17.278953147572615,17.12399630880891,16.39854946229017,16.30445568114627,5038699,0.0,-2208406551,-2208406551,-2213445250,-2213445250,-2227685112.94,16761420.74391675,16761420.74391675,21507766.999714054,,
2005-06-17 09:30:00-04:00,17.69,17.7,17.23,17.44,17.314741337000925,17.16913969326478,16.441057647502817,16.315754629592575,5506000,0.0,-2208406551,-2208406551,-2213912551,-2213912551,-2228608937.1,15521750.53651917,15521750.53651917,20652621.790686216,,
2005-06-20 09:30:00-04:00,17.23,17.60001,17.11,17.53,17.362576595445162,17.220691165655523,16.485504274135355,16.327836673079215,5211500,0.0,-2208701051,-2208701051,-2213912551,-2213912551,-2229921015.1,15015983.712369084,15015983.712369084,19847387.779498056,,
2005-06-21 09:30:00-04:00,17.48,17.8,17.48,17.8,17.45978179645735,17.303449570561877,16.53915716090534,16.34248506439186,5592102,0.0,-2203108949,-2203108949,-2208701051,-2208701051,-2230955543.1,15089334.024336338,15089334.024336338,19167665.81447495,,
2005-06-22 09:30:00-04:00,17.85001,17.95,17.74001,17.91,17.559830286133494,17.390099631910182,16.59510992984798,16.358082227930247,5810199,0.0,-2197298750,-2197298750,-2203108949,-2203108949,-2232096549.16,15599318.274730682,15599318.274730682,18657901.88022577,,
2005-06-23 09:30:00-04:00,17.88,18.23,17.50999,17.62,17.573201333659384,17.422942541637298,16.636942177609285,16.370638623672235,7839602,0.0,-2197298750,-2197298750,-2205138352,-2205138352,-2233082353.28,14615332.769459248,14615332.769459248,18080392.007259123,,
2005-06-24 09:30:00-04:00,17.60001,17.62,17.10001,17.17,17.483601037290633,17.38680789283197,16.65869963974768,16.37859246821281,6166301,0.0,-2205138352,-2205138352,-2211304653,-2211304653,-2233710509.34,12814609.901702523,12814609.901702523,17328137.42075104,,
2005-06-27 09:30:00-04:00,17.11,17.22,16.63,16.64999,17.298354140114938,17.281548193855976,16.658344144247774,16.381292941165913,6543102,0.0,-2211304653,-2211304653,-2217847755,-2217847755,-2234191095.4,10423295.290122986,10423295.290122986,16341731.402089888,,
2005-06-28 09:30:00-04:00,16.85001,17.73,16.8,17.7,17.387608775644953,17.341327023305123,16.70086070978868,16.394414404437896,9779301,0.4116728560014746,-2208068454,-2208068454,-2217847755,-2217847755,-2234294449.42,9806045.79122591,9806045.79122591,15408062.02910932,,
2005-06-29 09:30:00-04:00,17.69,17.7,17.2,17.37,17.38369571439052,17.34542316283296,16.72817251755241,16.404121723796724,5624500,0.0,-2208068454,-2208068454,-2213692954,-2213692954,-2234361195.48,8432934.109354734,8432934.109354734,14411615.183430092,,
2005-06-30 09:30:00-04:00,17.5,17.60001,17.28,17.34,17.37398555563707,17.344648425285396,16.75314506785639,16.41343394545049,5957398,0.0,-2213692954,-2213692954,-2219650352,-2219650352,-2234226159.5,6509400.170469046,6509400.170469046,13282727.324435657,,
2005-07-01 09:30:00-04:00,17.34,17.52,17.22,17.45,17.390877654384386,17.359698650244624,16.78158812631123,16.423748035545508,3218300,0.0,-2216432052,-2216432052,-2219650352,-2219650352,-2233800203.54,5440427.684984803,5440427.684984803,12162398.804514106,,
2005-07-05 09:30:00-04:00,17.74001,18.34,17.60001,18.03999,17.535124842298966,17.456883128781108,16.832951468094446,16.43983004514207,6587000,0.0,-2209845052,-2209845052,-2216432052,-2216432052,-2233093917.58,5439640.519794226,5439640.519794226,11202004.763839835,,
2005-07-06 09:30:00-04:00,18.05,18.55,18.02,18.50999,17.751761544010307,17.607326967526664,16.901402020417123,16.46042865165807,9384602,0.3468813784483174,-2200460450,-2200460450,-2209845052,-2209845052,-2232062459.58,6561513.685421228,6561513.685421228,10539077.466922892,,
2005-07-07 09:30:00-04:00,18.22,18.73,18.11,18.73,17.96914786756357,17.767708829308567,16.976038672644997,16.48301145114406,7477898,0.0,-2192982552,-2192982552,-2200460450,-2200460450,-2230754725.66,8204147.707876205,8204147.707876205,10205516.072773363,,
2005-07-08 09:30:00-04:00,18.69,19.03,18.64999,18.94,18.184892785882777,17.9351789965502,17.056200359475813,16.507459098396357,8627898,0.1627904448015032,-2184354654,-2184354654,-2192982552,-2192982552,-2229175073.78,10332822.05288732,10332822.05288732,10223702.641361073,,
2005-07-11 09:30:00-04:00,19.05,19.23,18.71001,19.00999,18.36824772235327,18.088723425614457,17.135946875415577,16.532359903387437,7813102,0.0,-2184354654,-2184354654,-2192167756,-2192167756,-2227624233.94,12655164.336170197,12655164.336170197,10571054.31204809,,
2005-07-12 09:30:00-04:00,18.92999,19.42,18.89999,19.37,18.590859339608095,18.271762936240965,17.22713271723535,16.56059512822935,10558699,0.6352238863571196,-2181609057,-2181609057,-2192167756,-2192167756,-2225734178.08,15428060.479174852,15428060.479174852,11264912.335923342,,
2005-07-13 09:30:00-04:00,19.2,19.39,19.06,19.25,18.737335041917408,18.41151108820654,17.309698728776763,16.587355375709656,12908801,1.18680414328657,-2168700256,-2168700256,-2181609057,-2181609057,-2223643548.2,15381921.045356393,15381921.045356393,11853056.43727092,,
2005-07-14 09:30:00-04:00,19.77,20.00999,19.08,19.88,18.991260588157985,18.62129521846275,17.41460898474506,16.620118008787173,22404896,3.19603916978887,-2146295360,-2146295360,-2168700256,-2168700256,-2221175960.4,17980608.374063373,17980608.374063373,12728420.999669842,,
2005-07-15 09:30:00-04:00,19.87,20.17,19.64,20.00999,19.217644901900652,18.819680187253784,17.520542903735056,16.65384807835148,9049801,0.165672064170995,-2137245559,-2137245559,-2146295360,-2146295360,-2218652952.6,20643177.154481173,20643177.154481173,13859100.450357176,,
2005-07-18 09:30:00-04:00,19.95,20.02,19.78,19.94,19.37816825703384,18.97972587478896,17.61929625460301,16.68654610742261,5238801,0.0,-2137245559,-2137245559,-2142484360,-2142484360,-2216378056.84,21420844.29913056,21420844.29913056,14939349.571610514,,
2005-07-19 09:30:00-04:00,20.02,20.84,20.0,20.67,19.66524197769299,19.221193606961965,17.743814774823296,16.726182464562683,11955500,0.9655589881378498,-2130528860,-2130528860,-2142484360,-2142484360,-2213753159.04,23107879.769102216,23107879.769102216,16106282.45696647,,
2005-07-20 09:30:00-04:00,20.25,20.8,20.0,20.59,19.87074376042788,19.416737377395968,17.85998560034071,16.764628410188926,9172801,0.2655959142071963,-2121356059,-2121356059,-2130528860,-2130528860,-2210824205.22,22629398.055565,22629398.055565,17038156.113909118,,
2005-07-21 09:30:00-04:00,20.50999,20.56,20.21001,20.37,19.981689591443907,19.552917752053688,17.962435167673743,16.80050275436615,7939898,0.0,-2121356059,-2121356059,-2129295957,-2129295957,-2207908407.32,20791305.226688743,20791305.226688743,17574320.272877637,,
2005-07-22 09:30:00-04:00,20.39999,20.64999,20.3,20.49001,20.09464968223415,19.686788073188875,18.065601487360528,16.83721426924808,5143199,0.0,-2124152758,-2124152758,-2129295957,-2129295957,-2204779393.4,19746986.82795429,19746986.82795429,17884701.20931716,,
2005-07-25 09:30:00-04:00,20.22,20.36,19.69,19.75,20.01806086395989,19.69581834844761,18.1343524470601,16.866197211842625,8477102,0.2323180241389863,-2124152758,-2124152758,-2132629860,-2132629860,-2202055653.56,17496496.04444611,17496496.04444611,17829243.328621294,,
2005-07-26 09:30:00-04:00,19.7,20.2,19.2,19.85001,19.98071622752436,19.717845727240807,18.204379285955604,16.89588689132678,11515000,1.161521379284247,-2121114860,-2121114860,-2132629860,-2132629860,-2199278455.76,17063846.07541108,17063846.07541108,17719900.86387698,,
2005-07-27 09:30:00-04:00,19.92,20.12,19.73,20.10001,20.00722595474117,19.77244062334926,18.281751968161498,16.927768713303628,6815699,0.0,-2114299161,-2114299161,-2121114860,-2121114860,-2196254321.94,17308198.57052946,17308198.57052946,17661086.25054162,,
2005-07-28 09:30:00-04:00,20.02,20.31,19.97,20.27,20.065620187020908,19.843520534299365,18.362904949052865,16.961024746007073,5127199,0.0,-2109171962,-2109171962,-2114299161,-2114299161,-2193260450.16,17804581.040400505,17804581.040400505,17681585.506235745,,
2005-07-29 09:30:00-04:00,20.19,20.36,20.05,20.08,20.068815701016263,19.877303315113743,18.43299046133642,16.992059325648793,3899000,0.0,-2109171962,-2109171962,-2113070962,-2113070962,-2190457652.36,17283880.139493108,17283880.139493108,17624770.45384394,,
2005-08-01 09:30:00-04:00,20.08,20.17999,19.83,20.05,20.06463443412376,19.901974270097494,18.498990850669628,17.02248659604035,6117102,0.0,-2113070962,-2113070962,-2119188064,-2119188064,-2187901138.64,15763282.671386955,15763282.671386955,17358843.627778657,,
2005-08-02 09:30:00-04:00,20.2,20.55,20.13,20.42,20.143604559874035,19.97597794579785,18.57739938737699,17.056292699562334,4917898,0.0,-2114270166,-2114270166,-2119188064,-2119188064,-2185323902.96,15015447.17532432,15015447.17532432,17024072.705999468,,
2005-08-03 09:30:00-04:00,20.25999,20.7,20.23911,20.64999,20.256134657679805,20.072265382112445,18.661994922586093,17.09205088165624,3987700,0.0,-2110282466,-2110282466,-2114270166,-2114270166,-2182533971.24,14706969.608909965,14706969.608909965,16693057.977843825,,
2005-08-04 09:30:00-04:00,20.48,20.53999,20.12,20.14999,20.23254695597318,20.083368898953523,18.722729415541764,17.122478136565135,3813300,0.0,-2110282466,-2110282466,-2114095766,-2114095766,-2179900393.52,13691007.29712379,13691007.29712379,16264193.59488382,,
2005-08-05 09:30:00-04:00,20.05,20.37,19.82001,19.91,20.160869854645806,20.05860191338873,18.7711894393972,17.15021467251971,3583000,0.0,-2114095766,-2114095766,-2117678766,-2117678766,-2177448333.76,12225569.151474476,12225569.151474476,15687247.245825345,,
2005-08-08 09:30:00-04:00,20.08,20.33,19.91,19.96001,20.116234331391183,20.0445173543332,18.81971272758507,17.1781728349822,3984700,0.0,-2117678766,-2117678766,-2121663466,-2121663466,-2175306341.98,11465663.005025985,11465663.005025985,15084163.782854006,,
2005-08-09 09:30:00-04:00,20.38,20.73,20.28,20.42,20.18373781330425,20.098157732285603,18.88503057543874,17.210429821698796,6556699,0.0,-2115106767,-2115106767,-2121663466,-2121663466,-2172962224.22,11557706.74985993,11557706.74985993,14580384.206711994,,
2005-08-10 09:30:00-04:00,20.7,21.3,20.55,20.60001,20.276242743681088,20.16985091338766,18.955029735624915,17.24415698765204,9750199,0.7627268285326051,-2115106767,-2115106767,-2124856966,-2124856966,-2170952720.44,12669628.321967484,12669628.321967484,14307419.08031992,,
2005-08-11 09:30:00-04:00,20.45,20.97,20.39999,20.69,20.368188800640848,20.24415792576085,19.02584484845655,17.278443982799782,6674102,0.0,-2118182864,-2118182864,-2124856966,-2124856966,-2168942616.66,14076280.639175417,14076280.639175417,14274399.303013563,,
2005-08-12 09:30:00-04:00,20.55,20.84,20.27,20.7,20.44192462272066,20.30927822208073,19.09417771178485,17.312489316304262,6104898,0.0,-2112077966,-2112077966,-2118182864,-2118182864,-2166938078.9,15588167.254591703,15588167.254591703,14462080.438953295,,
2005-08-15 09:30:00-04:00,20.63,20.99001,20.61,20.85001,20.53261026211607,20.386525618926346,19.16584433579364,17.347688527087303,3994900,0.0,-2108083066,-2108083066,-2112077966,-2112077966,-2164708143.14,16866848.35125792,16866848.35125792,14805618.712139672,,
2005-08-16 09:30:00-04:00,20.77,20.8,20.28,20.3,20.480919092756945,20.374164816222574,19.212136403720425,17.377064760648622,3744800,0.0,-2108083066,-2108083066,-2111827866,-2111827866,-2162672045.42,16938480.47311771,16938480.47311771,15110313.249422248,,
2005-08-17 09:30:00-04:00,20.5,21.27,20.46001,21.19,20.638492627699843,20.49071269961935,19.292865530099185,17.41500441477152,10369500,0.9341742704650798,-2101458366,-2101458366,-2111827866,-2111827866,-2160780911.62,18008589.438612223,18008589.438612223,15524352.705020815,,
2005-08-18 09:30:00-04:00,20.92999,21.16,20.82001,20.87,20.68993871043321,20.54489659967373,19.35723836560534,17.449382480296183,6368500,0.0,-2101458366,-2101458366,-2107826866,-2107826866,-2159162713.84,17565154.577070713,17565154.577070713,15815895.829599371,,
2005-08-19 09:30:00-04:00,21.14,21.14999,20.42,20.55,20.65884121922583,20.5456256568632,19.405922513947974,17.480234395915126,6368602,0.0,-2107826866,-2107826866,-2114195468,-2114195468,-2157876840.14,16060482.097656012,16060482.097656012,15850836.725036036,,
2005-08-22 09:30:00-04:00,20.67,20.89999,20.52,20.63,20.652432059397867,20.55767913445417,19.455884860317447,17.511575347199553,4927301,0.0,-2114195468,-2114195468,-2119122769,-2119122769,-2156418064.5,15319137.403167725,15319137.403167725,15774879.679054849,,
2005-08-23 09:30:00-04:00,20.72,20.87,20.44,20.5,20.618558268420564,20.54943925810357,19.498501804794287,17.541310915884136,4523000,0.0,-2119122769,-2119122769,-2123645769,-2123645769,-2154931520.9,13891547.469627142,13891547.469627142,15505832.220565176,,
2005-08-24 09:30:00-04:00,20.39999,20.91,20.35001,20.64999,20.62554309766044,20.563803649803063,19.54550132296595,17.572243046074345,4561699,0.0,-2119084070,-2119084070,-2123645769,-2123645769,-2153228413.32,13200514.103090882,13200514.103090882,15176501.06092599,,
2005-08-25 09:30:00-04:00,20.61,21.0,20.61,20.99001,20.706535742624787,20.62469027125977,19.604460860804075,17.60625067745669,4299898,0.0,-2114784172,-2114784172,-2119084070,-2119084070,-2151255191.76,13009860.670123937,13009860.670123937,14866981.005097125,,
2005-08-26 09:30:00-04:00,20.95,21.17999,20.89999,21.0,20.771750022041505,20.678305946794087,19.661421641995744,17.640019327432245,4778699,0.0,-2110005473,-2110005473,-2114784172,-2114784172,-2149287170.2,13239735.673680186,13239735.673680186,14634517.386323277,,
2005-08-29 09:30:00-04:00,20.89999,21.22,20.78999,20.84,20.786916683810052,20.701405097252074,19.70952688109796,17.671859931139387,5553102,0.0,-2110005473,-2110005473,-2115558575,-2115558575,-2147320090.68,12405608.935312271,12405608.935312271,14316101.893321704,,
2005-08-30 09:30:00-04:00,20.81,20.89999,20.3,20.37,20.694268531852263,20.65406151193035,19.73648496758376,17.698707096003673,8509301,0.416834307595689,-2115558575,-2115558575,-2124067876,-2124067876,-2145627427.18,10447821.030702353,10447821.030702353,13763490.34151894,,
2005-08-31 09:30:00-04:00,20.37,20.78,20.35001,20.77,20.71109774699621,20.67062415308316,19.778669254621157,17.729267224401646,6959898,0.0,-2117107978,-2117107978,-2124067876,-2124067876,-2143907407.76,9766385.461166024,9766385.461166024,13192475.35861138,,
2005-09-01 09:30:00-04:00,20.73,21.06,20.69,20.88,20.74863158099705,20.700534988356992,19.823621529942734,17.76061779928322,6325102,0.0,-2110782876,-2110782876,-2117107978,-2117107978,-2142177090.28,9917830.56429863,9917830.56429863,12724668.959423846,,
2005-09-02 09:30:00-04:00,21.03999,21.10001,20.87,20.89999,20.782266785219928,20.72902856144885,19.86755493688385,17.79185533361871,3155000,0.0,-2110782876,-2110782876,-2113937876,-2113937876,-2140353080.76,10238845.67632568,10238845.67632568,12369551.34755268,,
2005-09-06 09:30:00-04:00,21.05,21.55,20.96001,21.52,20.9462074996155,20.84202448124187,19.93500167415389,17.828951300448374,5535699,0.0,-2108402177,-2108402177,-2113937876,-2113937876,-2138295031.24,10985890.661065578,10985890.661065578,12171885.53519738,,
2005-09-07 09:30:00-04:00,21.45,22.69,21.45,22.55,21.30260583303428,21.086020983921603,20.041736299698638,17.875926909399137,11772602,1.409689584553114,-2096629575,-2096629575,-2108402177,-2108402177,-2135870667.64,12838064.333890438,12838064.333890438,12267053.935010672,,
2005-09-08 09:30:00-04:00,22.45,23.09,22.37,23.08,21.697582314582217,21.37087512907566,20.16574706297624,17.927708731196162,11341199,1.243836580873472,-2085288376,-2085288376,-2096629575,-2096629575,-2133415066.08,15377575.60085976,15377575.60085976,12711414.172989115,,
2005-09-09 09:30:00-04:00,23.10001,24.03,23.10001,23.85001,22.17589957800839,21.725037253493426,20.316125142038437,17.98663710203003,12872801,1.6490641737305545,-2072415575,-2072415575,-2085288376,-2085288376,-2130589518.5,18552899.34314394,18552899.34314394,13545912.054439804,,
2005-09-12 09:30:00-04:00,23.71001,23.95,23.34,23.38,22.44347744956208,21.961460502994363,20.441181258689927,18.040302404497396,8076199,0.213235094084304,-2072415575,-2072415575,-2080491774,-2080491774,-2127806346.94,19362760.719645023,19362760.719645023,14376890.435183406,,
2005-09-13 09:30:00-04:00,23.49001,23.84,22.84,23.3,22.63381579410384,22.152680431138027,20.557867737927072,18.09263770395513,10151000,0.8151862646617818,-2080491774,-2080491774,-2090642774,-2090642774,-2125290561.38,18211263.496572137,18211263.496572137,14924658.015381796,,
2005-09-14 09:30:00-04:00,23.38,23.78999,23.21001,23.63,22.85519006208077,22.3637260838326,20.68326089148107,18.147735836254085,8454500,0.3017758235841623,-2082188274,-2082188274,-2090642774,-2090642774,-2122737425.82,18139356.096488714,18139356.096488714,15383900.59839707,,
2005-09-15 09:30:00-04:00,23.57001,23.78,23.42,23.64,23.029592270507266,22.546050928999367,20.80394412040021,18.202385230918225,6342000,0.0,-2075846274,-2075846274,-2082188274,-2082188274,-2120245142.3,18554848.72074318,18554848.72074318,15836893.187303657,,
2005-09-16 09:30:00-04:00,23.71001,23.75,22.41,22.64999,22.945236210394537,22.560899367713745,20.879292931812447,18.24664000473993,14001500,2.0450728392525908,-2075846274,-2075846274,-2089847774,-2089847774,-2118182446.74,16635205.147574782,16635205.147574782,15950937.753056675,,
